cpu_load,battery_charge,radiation_exposure,temperature_interior,temperature_battery,communication_signal_strength,anomaly,timestamp,system_status,voltage,power,external_temperature
23.42887326562038,86.0411532638718,0.5380708524229771,33.689527499409856,26.62188484262475,-44.91275249423644,0,2024-04-21 09:59:00,0.4898597510584166,124.96714153011233,47.88120158988649,21.60752634756389
32.05696442682721,88.85425768257048,0.5336701128312292,25.2184629929729,25.287548435521057,-52.6664381126055,0,2024-07-11 05:46:00,0.9939432633990674,118.61735698828815,47.73292945808073,23.472502684731737
26.724866027880697,75.78139832921667,0.5729644999043094,22.3244155060771,33.463209963245255,-42.84103817921102,0,2024-07-15 00:02:00,1.0093655042958776,126.47688538100692,41.021784136849924,22.013094694774285
27.45965560902085,81.67360013374869,0.5552319828080221,26.75534588557153,34.44481034612763,-42.77890870926758,1,2024-03-16 22:25:00,1.01583389953427,135.23029856408024,48.349549041492814,25.5520902347306
22.984159906160183,80.5907854634321,0.5009007887623362,26.244022523834587,24.86972341049122,-45.35323994610198,0,2024-02-22 12:32:00,1.023175940097717,117.65846625276664,53.66414540910873,30.985892657309563
22.526192225806007,82.35711702859592,0.5190923130757893,24.02423290589219,27.560773809434515,-53.43500380396551,0,2024-01-09 11:35:00,0.5106686558764159,117.6586304305082,43.62883940461602,21.144789214293976
32.71132915503665,94.26083313322565,0.4872748203334392,27.851650553045445,29.45593269189625,-50.02436027057132,0,2024-02-15 03:53:00,1.0036118216704164,135.79212815507393,55.24241325525296,30.004102488842072
26.94672855923678,77.03523050047117,0.5833323459921619,24.29613489028777,33.81465101735415,-47.39869015188857,0,2024-07-02 23:08:00,1.0068932918683733,127.67434729152909,52.43887410542169,21.091639638265562
31.048466507681592,91.16869313958829,0.5799566114446232,20.83104029868236,28.414861060647443,-44.49833333697402,0,2024-06-27 15:06:00,0.9987951210136432,115.30525614065049,46.32883339014481,20.761863937515578
28.05495498993125,75.65035339050483,0.4735963805278676,25.35190754724058,30.13929846221569,-40.16173281651882,0,2024-04-28 21:01:00,0.9990160817289198,125.42560043585965,49.292351813310766,29.09297309171607
33.470425805131924,80.0345915328298,0.4643971108099492,20.492163705853805,30.964948097096197,-44.02628703073467,0,2024-07-02 09:37:00,0.9796920373053394,115.36582307187538,57.99160903820517,29.609681890038082
33.44151791300212,82.5757374143705,0.4962241472112325,19.045440398042757,32.926621985132336,-43.21578551378483,1,2024-01-20 09:58:00,0.5003662503215139,115.34270246429743,53.66773906752933,29.25704968381327
34.1436643047902,91.17915471756862,0.5221985500325294,15.911877994193985,31.138610048783278,-47.52576099918846,1,2024-03-07 10:45:00,0.4953578160367927,122.41962271566034,50.043918274490736,18.421012958909294
25.503399189938417,76.86984766676939,0.5663382435498305,27.720727262607923,34.86414606810542,-42.19364751820893,0,2024-02-28 05:19:00,0.505369495710876,100.86719755342202,48.81158341519508,22.670245109639747
30.718495106799583,89.24939210964506,0.5402425357662417,26.28876540056985,30.96869700680029,-50.92159737762444,0,2024-08-12 19:17:00,0.4789771463108928,102.75082167486967,50.3830453522583,29.114942960016606
24.78897003561245,77.76330116280782,0.5323427177062473,21.26194003886554,29.80814401752577,-51.72972141393937,0,2024-09-19 15:36:00,0.9785416799482912,114.37712470759027,47.44118221028848,25.207709202819473
33.497312959402386,91.12475537902534,0.4493254018474691,22.81397311170104,29.510314721651,-50.915529483776695,0,2024-03-17 20:09:00,0.4859317758822159,109.87168879665576,39.476252471404926,19.63153576901268
31.049595122126444,89.15433004068909,0.6510877789292331,27.52198668715528,26.450251795749946,-41.18801875464185,1,2024-09-05 10:57:00,0.4925092080149038,123.14247332595274,60.210889552673656,27.29158969562721
26.131683824270915,77.84596992908835,0.5693605061040687,25.11812689053167,37.29690724711797,-42.39648907900451,1,2024-05-09 15:44:00,1.0057045806009928,110.91975924478788,50.776624995997004,21.425963705042648
21.90215788333315,92.2157192017306,0.5236982331030317,25.27181714605326,29.847984456336278,-52.56511741892048,0,2024-03-19 09:10:00,0.9972442921640834,105.87696298664709,51.99073632561269,33.97262424196106
31.928105614795555,82.95296421688924,0.5854250528609163,23.031258181804795,33.21431090476644,-47.432422512266335,0,2024-03-08 05:01:00,0.486976627604988,134.65648768921554,49.71046125061546,32.724207312091295
33.55802537662894,90.4228431852524,0.530690172285982,20.21004001483792,44.03237804791272,-48.629293425090886,1,2024-08-14 22:16:00,0.4951496792511834,117.74223699513465,46.32441599637706,28.020487131777838
35.040256158816455,90.34923427280646,0.4743607750290285,23.771278228048445,27.392242260579707,-57.94450750310471,1,2024-03-21 17:38:00,0.4947735111185999,120.67528204687923,49.07037759525615,31.80503352384887
29.90859392056472,77.13635770578624,0.5239459757389799,25.817030856746428,32.816654310766936,-53.561093051886914,0,2024-02-19 00:30:00,0.9918968584280272,105.75251813786544,42.003026189028446,25.323956750616905
34.433750112684685,90.97658147206208,0.6137991164043821,27.57152662033097,29.67671986071267,-43.1821464540908,0,2024-12-15 08:12:00,1.0077783716400586,114.55617275474818,61.385432490266524,28.827187471875078
34.607622897543536,87.85741177711357,0.5562406448568069,32.825747914601024,29.03133116083735,-47.12082492764869,1,2024-02-09 09:54:00,1.013558284705866,121.10922589709867,43.82744000788802,32.388601476510374
26.75107194770177,95.24938188435296,0.5117796107180035,25.661717512383635,25.29005442683292,-44.70601976136456,0,2024-10-26 17:45:00,1.003135926766222,108.49006422577698,44.8401685807641,26.227493408971565
15.795926003809148,77.80237976072927,0.5510506005397878,26.539992980473382,26.298335428072026,-51.50222128575829,1,2024-01-27 21:13:00,0.5185840940565928,123.75698018345672,47.798703978068,23.72406414242858
24.69945920934513,81.58844208610205,0.5381493811546704,21.394982928605412,32.6952084988902,-46.5911904408976,0,2024-12-10 03:26:00,1.0048181837849888,113.99361310081196,56.44037862426189,16.476890209114423
33.947979923742686,86.39830390538114,0.5284405123638473,22.24372600258324,28.815235193163527,-41.532866423878126,0,2024-02-08 11:53:00,1.008353938659853,117.08306250206724,50.07254499631327,24.58433237139253
26.94229947147954,87.3525519446878,0.574576401373725,26.9265360574954,34.24157513968152,-50.85379404493408,0,2024-05-26 11:55:00,0.9781372165322592,113.98293387770603,43.81932101984769,29.117115922811557
31.335031106703028,61.2632838411124,0.5455676274848487,25.860652209092507,33.44470121470357,-46.164430417298185,1,2024-02-01 12:52:00,1.0021706958064802,138.52278184508938,56.271691803786695,29.72816713783815
34.706507708507864,76.76942479489422,0.5875224976460506,23.12942659577593,30.536677040912156,-49.41463795149621,0,2024-12-20 07:19:00,0.4978470041455138,119.86502775262066,53.65500313392741,27.521825328592048
24.0830795137282,81.91530924267532,0.4829018078445229,22.96989088044181,33.958540672897094,-51.78908050266504,0,2024-12-22 00:07:00,0.4923991207225601,109.422890710441,52.69217478608226,22.2935045251888
23.739304020210003,79.12154004705879,0.609992518267737,19.39203059344173,33.90169032401658,-51.446593239239775,1,2024-05-10 15:53:00,0.5023613481395901,128.2254491210319,53.5786712058542,15.115892155262047
20.436011733902223,79.14731810205117,0.5245044244134199,23.60361407471899,31.281490032139807,-40.86344682742705,0,2024-07-06 07:38:00,1.0068269351087065,107.79156350028978,61.97180950291225,22.523924509976325
32.837907808382475,92.01535143992848,0.5707621914534132,22.15532192752533,30.271002249953995,-51.93550614821126,0,2024-09-23 13:44:00,0.99360072147672,122.08863595004756,60.925474475180565,23.478275644730243
28.02148592552993,93.59211116855244,0.5004889108987578,20.471469921076277,32.07142781362711,-50.59839558824702,0,2024-11-14 07:02:00,0.998966929833335,100.40329876120225,46.56642328498352,23.43535516404993
43.77412025613601,81.18666048926544,0.5365999244992906,23.83015524802858,29.76038223622591,-53.35246041041415,1,2024-12-29 22:40:00,0.4879521157919625,106.71813951101569,58.11942496405576,28.092781784889624
34.57544626893053,85.53609123556762,0.5558342502948413,21.984660631103985,29.573184061967986,-41.75831786802252,0,2024-06-05 22:14:00,0.5133025777915623,121.96861235869123,51.915840948794504,34.928382055074195
34.48485600591661,82.69203149208201,0.5441648123521855,20.419096297504336,28.596220101382208,-49.12762540068163,0,2024-09-24 13:34:00,1.0047119583303237,127.3846657999541,52.495479080688746,25.617646009205465
34.1886042318547,77.07788966516911,0.5226315826801436,22.89970197212524,26.261711644068576,-69.9224447891291,1,2024-10-30 07:31:00,0.5156951476929197,121.7136828118997,41.53864584178336,23.916341054217693
27.624858614216908,80.09795330442901,0.4614392698668549,27.13205502993529,33.970414953832744,-45.18111822888877,0,2024-01-03 14:21:00,0.9842259091303064,118.8435171761176,49.14807117305902,23.703890934979537
26.68968586871279,92.5457673488492,0.4981337723475312,18.084841236929773,26.514591217899422,-43.2191825347908,1,2024-01-05 21:11:00,1.0025445614468682,116.98896304410711,45.935882048317175,25.62192383453857
34.0756081550205,86.08046420596206,0.5705585206821948,20.90165059400225,30.324037998840478,-60.99208442485829,1,2024-03-01 21:14:00,0.4946321352884472,105.21478009632573,54.140294074466546,20.858531198258007
27.92329342286413,79.52694311608667,0.6877585240115891,25.362062334433567,33.136659932552654,-40.68595927363821,1,2024-10-16 23:58:00,0.5043503945451193,112.80155791605291,55.35540250201402,25.600992793730274
20.5404682728308,88.44900340801316,0.6719197641210419,25.17852235049121,31.006801762398045,-44.56485600626085,1,2024-10-06 21:11:00,0.4874768026708939,115.39361229040213,39.62756824491844,27.254061681659
35.03315360696611,81.97579307514124,0.501474173595746,20.838117208359044,31.792674611694792,-45.51079311918064,0,2024-12-06 06:48:00,0.5032214246757898,130.57122226218917,49.88982567997865,26.04843031787244
26.62331522706086,81.90429360793883,0.7136008173010986,26.323954335103465,30.76433075802897,-40.5724680637509,1,2024-08-22 07:04:00,0.5067901193078683,123.43618289568461,55.60930752397126,27.287709670023908
30.425457702639115,76.40544791206746,0.4912373882723777,25.43701048137275,33.466076583739884,-54.3874760710652,0,2024-07-15 11:27:00,0.506809410432338,102.36959844637266,49.066605188432774,27.168738046742675
22.80655755211613,81.89232744139574,0.4777127515308649,27.0268188228378,20.70966290320797,-48.64392213042238,1,2024-12-04 14:46:00,0.9986245753253516,123.24083969394795,53.64531822501182,16.14051658876778
31.19734487351929,93.20903779480248,0.5208106192688563,25.770451156758337,34.05686832814392,-45.170248105903646,0,2024-12-05 12:52:00,1.0125450385984072,116.14917719583684,51.75582733813542,28.184350791977018
20.48640819572101,84.42550034524074,0.5726676100329657,23.33259492574019,27.4495705224291,-43.79291935565817,0,2024-07-01 13:22:00,0.98099225871615,113.23077999694041,51.70830115976313,21.64492577168773
21.592062844189048,79.42064600554151,0.4907849334766072,20.16746529027542,31.684925276792043,-47.83592812461738,0,2024-07-30 17:57:00,1.0059448912988365,126.11676288840867,48.643425109658516,19.52080418498021
26.87598633532569,84.40533336477723,0.5671975434443403,27.325190772889435,28.041367930233577,-54.0828160427296,0,2024-03-23 19:13:00,1.0063376536737656,130.30999522495952,43.91709597932145,19.47774086072502
25.745078311367365,85.33474730443093,0.5372549735728449,25.43860648703609,32.46840374052635,-49.27565654287402,0,2024-08-16 16:45:00,1.0240480477526603,129.31280119116198,44.39234926287486,27.167708052362645
29.44383143937989,81.32100012632128,0.4623966559652571,20.609644583670008,34.36415737777385,-44.67955608756411,0,2024-03-21 02:28:00,0.4839092899156251,111.60782476777362,53.546762572276585,23.887125363875736
34.444227119652254,88.34142699975072,0.5362437532987472,24.13445473073288,27.40202272764757,-52.30755527277406,0,2024-01-15 03:56:00,0.496307751168145,116.90787624148786,50.097291277594415,16.590156080072944
